% []
@RELATION base

@ATTRIBUTE len_primitive NUMERIC
@ATTRIBUTE len_primitive_set NUMERIC
@ATTRIBUTE len_void NUMERIC
@ATTRIBUTE len_void_set NUMERIC
@ATTRIBUTE len_java NUMERIC
@ATTRIBUTE len_java_set NUMERIC
@ATTRIBUTE len_all NUMERIC
@ATTRIBUTE len_all_set NUMERIC
@ATTRIBUTE len_primitive_percent NUMERIC
@ATTRIBUTE len_primitive_set_percent NUMERIC
@ATTRIBUTE len_void_percent NUMERIC
@ATTRIBUTE len_void_set_percent NUMERIC
@ATTRIBUTE len_java_percent NUMERIC
@ATTRIBUTE len_java_set_percent NUMERIC
@ATTRIBUTE len_all_percent NUMERIC
@ATTRIBUTE len_all_set_percent NUMERIC
@ATTRIBUTE len_params NUMERIC
@ATTRIBUTE sum_params NUMERIC
@ATTRIBUTE mean_params NUMERIC
@ATTRIBUTE median_params NUMERIC
@ATTRIBUTE var_params NUMERIC
@ATTRIBUTE max_params NUMERIC
@ATTRIBUTE min_params NUMERIC
@ATTRIBUTE ONE_elem_params {True, False}
@ATTRIBUTE hasBug {bugged, valid}

@DATA
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,bugged
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,bugged
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,bugged
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,bugged
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,bugged
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,bugged
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,bugged
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,bugged
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,bugged
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,bugged
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,bugged
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,bugged
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,bugged
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,bugged
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,bugged
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,bugged
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,bugged
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,bugged
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,bugged
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,bugged
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,bugged
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,bugged
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,bugged
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,bugged
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,bugged
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,bugged
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,bugged
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,bugged
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,bugged
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,bugged
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,bugged
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,bugged
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,bugged
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,bugged
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,bugged
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,bugged
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,bugged
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,bugged
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,bugged
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,bugged
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,bugged
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,bugged
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,bugged
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,bugged
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,bugged
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,bugged
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,bugged
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,bugged
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,bugged
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,bugged
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,bugged
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,bugged
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,bugged
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,bugged
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,bugged
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,bugged
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,bugged
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,bugged
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,bugged
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,bugged
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,bugged
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,bugged
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,bugged
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,bugged
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,bugged
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,bugged
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,bugged
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,bugged
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,bugged
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
18,18,2,2,2,2,22,22,18,18,2,2,2,2,22,22,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
27,27,3,3,3,3,33,33,27,27,3,3,3,3,33,33,1,-999,-999.0,-999.0,0.0,-999,-999,True,bugged
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,bugged
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,bugged
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,bugged
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,bugged
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,bugged
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,valid
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,-999,-999.0,-999.0,0.0,-999,-999,True,bugged
